Dineutus assimilis
Pheidole biconstricta
Dolichandra uncata
Vasum muricatum
Dichotomius agenor
Junonia lavinia
Chiomara asychis
Anteos maerula
Dianthera pectoralis
Lepocinclis acus
Uroxys deavilai
Amphisbaena fuliginosa
Bonellia frutescens
Randia armata
Elaenia flavogaster
Phaethornis augusti
Plectrocnemia cinerea
Antrostomus rufus
Azadirachta indica
Melete lycimnia
Senna occidentalis
Gymnophthalmus speciosus
Caenis amica
Coccoloba densifrons
Nanocheirodon insignis
Malpighia glabra
Handroanthus impetiginosum
Calycopis susanna
Drymarchon melanurus
Rhinella marina
Cereus repandus
Eira barbara
Papilio thoas
Ceiba pentandra
Uroxys micros
Cyperus ferax
Rauvolfia ligustrina
Rauvolfia littoralis
Chrysops montanus
Mellana eulogius
Hamadryas amphinome
Waltheria indica
Ardea alba
Cochlospermum vitifolium
Leptogenys ingens
Leuenbergeria guamacho
Lepidoblepharis sanctaemartae
Ganyra phaloe
Sida cordifolia
Stelgidopteryx ruficollis
Bunchosia odorata
Keratella americana
Isostichopus badionotus
Stachytarpheta indica
